Age,Workclass,Final_Weight,Education,Education_as_integer,Marital_status,Occupation,Relationship,Gender,Capital_gain,Capital_loss,hours-per-week,income_greater_than_50
60,0,125019,3,13,2,8,3,1,8614,0,48,1
28,0,209205,3,13,1,8,3,2,0,0,60,1
44,1,264016,3,13,0,8,6,1,0,0,40,0
27,2,153546,3,13,1,8,4,1,0,0,40,0
46,1,148995,3,13,1,8,4,2,4787,0,45,1
25,0,141876,3,13,1,8,4,2,0,0,40,0
36,0,150042,3,13,2,8,4,1,0,0,40,0
27,1,29174,3,13,1,8,5,1,0,0,40,0
75,2,146576,3,13,3,8,5,2,0,0,48,1
42,1,147510,3,13,2,8,5,2,0,0,40,0
25,0,166977,3,13,0,8,1,1,0,1887,40,1
49,1,160812,3,13,0,8,1,1,0,0,40,1
48,2,317360,3,13,0,8,1,1,0,0,20,1
39,0,184117,3,13,0,8,1,1,7688,0,20,1
48,1,334409,3,13,0,8,1,1,0,0,50,1
53,1,182677,3,13,0,7,0,2,0,0,50,0
67,0,171584,3,13,0,7,0,2,6514,0,7,1
34,1,226296,3,13,0,7,0,2,0,0,40,1
30,1,159773,3,13,0,7,0,2,0,0,45,1
30,1,181091,3,13,0,7,0,2,0,0,40,0
40,2,173716,3,13,0,9,0,2,0,0,45,1
35,0,193026,3,13,0,9,0,2,0,0,45,1
46,2,236852,3,13,0,9,0,2,0,0,45,1
49,0,78529,3,13,0,9,0,2,0,0,60,0
46,0,129232,3,13,0,9,0,2,0,0,55,1
34,0,100882,3,13,0,9,0,2,0,0,47,1
46,2,366089,3,13,0,9,0,2,0,0,60,1
49,2,38819,3,13,0,9,0,2,0,0,50,1
32,0,260868,3,13,0,9,0,2,0,0,40,1
33,0,218407,3,13,0,9,0,2,0,0,80,1
52,0,288353,3,13,0,9,0,2,99999,0,48,1
53,0,302868,3,13,0,9,0,2,0,0,50,1
43,2,304906,3,13,0,9,0,2,0,0,45,1
49,0,268022,3,13,0,9,0,2,0,0,50,1
39,2,329980,3,13,0,9,0,2,0,2415,60,1
35,0,188069,3,13,0,9,0,2,0,0,60,1
34,2,209538,3,13,0,9,0,2,0,0,50,1
49,0,268090,3,13,0,9,0,2,0,0,26,1
42,2,1097453,3,13,0,9,0,2,0,0,60,1
51,2,145409,3,13,0,9,0,2,15024,0,50,1
61,0,51385,3,13,0,9,0,2,0,0,50,1
49,2,83444,3,13,0,9,0,2,0,0,85,1
34,0,617917,3,13,0,9,0,2,0,1887,40,1
34,0,84154,3,13,0,9,0,2,0,0,50,0
38,0,184801,3,13,0,9,0,2,0,0,60,1
28,0,115677,3,13,0,9,0,2,7688,0,40,1
31,0,162572,3,13,0,9,0,2,15024,0,60,1
43,0,226902,3,13,0,9,0,2,0,0,50,1
40,0,110862,3,13,0,9,0,2,0,0,50,1
38,0,331395,3,13,0,9,0,2,0,0,38,0
44,2,242434,3,13,2,9,3,1,27828,0,60,1
37,0,161111,3,13,1,9,3,1,0,0,40,0
25,0,361493,3,13,1,9,3,2,3325,0,40,0
28,2,37088,3,13,1,9,3,2,0,0,50,0
35,0,117381,3,13,2,9,3,2,0,0,40,0
49,0,187634,3,13,2,9,3,1,0,0,50,1
40,0,175935,3,13,2,9,3,2,14084,0,40,1
40,0,144778,3,13,3,9,3,2,0,0,40,1
33,0,127651,3,13,1,9,3,2,8614,0,40,1
31,2,181485,3,13,1,9,3,2,0,0,40,1
30,0,118551,3,13,1,9,3,1,0,0,35,1
34,0,213226,3,13,1,9,3,2,0,0,65,1
30,0,127610,3,13,1,9,4,1,0,0,20,0
34,0,137991,3,13,1,9,4,1,0,0,35,0
39,0,30875,3,13,2,9,5,1,0,0,40,1
43,0,179866,3,13,2,9,5,1,0,0,40,1
25,0,193787,3,13,0,9,1,1,0,0,45,0
56,0,182062,3,13,0,10,0,2,0,0,48,1
41,1,130760,3,13,0,10,0,2,0,0,24,0
40,2,140915,3,13,0,10,0,2,0,0,40,1
28,0,267661,3,13,1,10,3,2,0,0,45,0
23,0,103064,3,13,1,10,3,1,0,0,40,0
23,0,348420,3,13,1,10,3,2,0,0,40,0
27,0,110073,3,13,1,10,3,2,0,0,40,1
30,1,35683,3,13,2,10,3,1,0,0,40,0
31,0,193132,3,13,1,10,3,1,0,0,42,0
23,0,180497,3,13,1,10,4,1,0,0,32,0
43,0,176716,3,13,0,11,0,2,0,0,70,1
45,2,102771,3,13,0,11,0,2,0,0,40,1
37,2,33975,3,13,2,11,3,2,0,0,50,0
52,1,35092,5,16,0,2,0,2,0,0,40,1
54,1,34832,5,16,0,2,0,2,0,0,60,1
54,1,188809,5,16,1,2,3,1,0,0,50,1
53,0,82646,5,16,2,2,3,1,0,0,55,1
54,1,137065,5,16,1,2,3,1,0,0,40,1
49,0,330535,5,16,2,2,5,2,0,0,40,1
42,2,443508,5,16,0,8,0,2,0,0,45,1
33,0,36222,5,16,0,8,0,2,0,0,45,1
38,2,239045,5,16,0,8,0,2,0,0,50,1
46,0,344415,5,16,0,8,0,2,0,0,40,1
53,1,229465,5,16,0,8,0,2,0,0,50,1
37,1,160910,5,16,0,8,0,2,0,0,45,0
47,1,29023,5,16,0,8,0,2,0,0,40,1
54,2,147239,5,16,0,8,0,2,0,0,60,1
53,2,100029,5,16,0,8,0,2,0,0,40,1
42,0,146659,5,16,0,8,0,2,0,1902,50,1
59,0,146391,5,16,0,8,0,2,0,0,50,1
33,1,150688,5,16,0,8,0,2,0,0,50,1
40,0,145160,5,16,0,8,0,2,0,0,40,1
49,2,43348,5,16,1,8,3,2,99999,0,70,1
29,0,40083,5,16,1,8,3,2,0,0,40,0
36,2,177907,5,16,1,8,3,2,0,0,40,1
34,0,347166,5,16,1,8,3,2,0,0,50,1
51,1,367209,5,16,3,8,3,2,0,0,70,1
48,1,452402,5,16,1,8,5,1,0,0,15,0
34,1,56964,5,16,0,8,1,1,0,0,50,1
33,1,340899,5,16,0,10,0,2,0,0,45,1
61,0,183355,1,9,0,0,0,2,0,0,40,1
62,1,125155,1,9,0,0,0,2,0,0,38,0
46,1,78022,1,9,0,0,0,2,0,0,40,1
29,0,229124,1,9,0,0,0,2,0,0,48,1
44,0,167005,1,9,0,0,0,2,0,0,48,1
39,0,279323,1,9,0,0,0,2,0,0,40,0
33,0,223105,1,9,0,0,0,2,0,0,40,0
37,1,125933,1,9,0,0,0,2,0,0,40,1
54,0,195015,1,9,1,0,3,1,0,0,40,0
68,1,137518,1,9,3,0,3,1,0,0,33,0
53,0,308764,1,9,2,0,3,1,0,0,45,0
49,0,31264,1,9,2,0,3,1,0,0,35,0
36,0,116608,1,9,1,0,3,1,4865,0,40,0
35,0,182898,1,9,1,0,3,2,8614,0,40,1
26,0,314798,1,9,1,0,3,2,0,0,50,0
37,1,39207,1,9,1,0,3,2,0,0,40,1
55,0,326297,1,9,2,0,3,1,0,0,25,0
34,0,344073,1,9,2,0,3,2,0,0,40,1
18,0,27620,1,9,1,0,3,1,0,0,25,0
50,0,116814,1,9,3,0,3,1,0,0,40,0
23,0,184665,1,9,1,0,3,1,0,0,50,0
23,0,201664,1,9,0,0,6,2,0,0,40,0
21,0,351381,1,9,1,0,4,1,0,0,40,0
30,0,302473,1,9,1,0,4,1,0,0,40,0
44,0,180019,1,9,3,0,5,1,0,0,40,0
39,1,119421,1,9,2,0,5,1,0,625,35,0
44,0,77313,1,9,2,0,5,1,0,0,40,0
43,0,146770,1,9,3,0,5,1,0,0,40,0
59,0,66440,1,9,2,0,5,1,0,0,40,0
37,0,234807,1,9,2,0,5,1,0,0,37,0
90,0,313749,1,9,3,0,5,1,0,0,25,0
41,0,49654,1,9,2,0,5,1,0,0,52,0
57,0,113974,1,9,2,0,5,1,0,0,40,0
41,1,176663,1,9,0,0,1,1,0,0,40,0
42,0,202872,1,9,0,0,1,1,0,0,36,1
50,1,117496,1,9,0,0,1,1,7298,0,30,1
51,0,123429,1,9,0,1,0,2,15024,0,40,1
41,0,112283,1,9,0,1,0,2,0,0,60,1
57,2,165922,1,9,0,1,0,2,0,0,50,0
43,0,210013,1,9,0,1,0,2,0,0,40,0
32,0,152109,1,9,0,1,0,2,0,0,48,0
38,0,245090,1,9,0,1,0,2,0,0,40,0
44,1,320071,1,9,0,1,0,2,0,0,40,1
46,0,248059,1,9,0,1,0,2,3464,0,40,0
30,0,553405,1,9,0,1,0,2,0,0,40,1
49,0,193047,1,9,0,1,0,2,0,0,45,1
60,2,376973,1,9,0,1,0,2,0,0,42,1
43,2,75993,1,9,0,1,0,2,0,0,35,0
35,1,184659,1,9,0,1,0,2,0,1485,40,1
45,0,217953,1,9,0,1,0,2,0,0,40,0
57,2,208018,1,9,0,1,0,2,0,0,40,1
47,0,187440,1,9,0,1,0,2,5178,0,40,1
41,0,41090,1,9,0,1,0,2,0,2002,60,0
27,0,122038,1,9,0,1,0,2,0,0,48,0
45,0,171540,1,9,0,1,0,2,0,0,40,0
39,1,89508,1,9,0,1,0,2,0,0,40,1
51,0,186338,1,9,0,1,0,2,0,0,40,1
32,1,111567,1,9,0,1,0,2,0,0,49,1
34,0,260560,1,9,0,1,0,2,0,0,55,1
41,0,202980,1,9,0,1,0,2,0,0,4,0
42,0,33155,1,9,0,1,0,2,0,0,85,0
23,0,97472,1,9,0,1,0,2,0,0,40,0
28,1,335015,1,9,0,1,0,2,0,0,40,0
38,0,204527,1,9,0,1,0,2,0,0,50,0
36,2,350103,1,9,0,1,0,2,0,0,40,0
44,2,194636,1,9,0,1,0,2,3137,0,50,0
39,2,543042,1,9,0,1,0,2,5178,0,50,1
20,0,266467,1,9,0,1,0,2,0,0,40,0
32,0,193231,1,9,0,1,0,2,0,0,40,0
52,2,313243,1,9,0,1,0,2,0,0,55,1
38,0,154410,1,9,0,1,0,2,0,2051,40,0
51,2,246820,1,9,0,1,0,2,7298,0,48,1
40,2,85668,1,9,0,1,0,2,0,0,40,0
50,0,128478,1,9,0,1,0,2,0,0,60,1
35,2,170174,1,9,0,1,0,2,7298,0,60,1
39,1,382859,1,9,0,1,0,2,0,0,40,1
36,0,104772,1,9,0,1,0,2,0,0,40,1
38,0,144860,1,9,0,1,0,2,0,0,65,0
51,1,48358,1,9,0,1,0,2,3103,0,52,1
29,0,207064,1,9,0,1,0,2,0,0,40,1
34,2,204052,1,9,0,1,0,2,0,0,40,1
46,0,186172,1,9,0,1,0,2,0,0,50,1
47,0,205730,1,9,0,1,0,2,0,0,56,1
90,0,175491,1,9,0,1,0,2,9386,0,50,1
41,0,100451,1,9,0,1,0,2,7688,0,38,1
39,0,129764,1,9,0,1,0,2,0,0,40,0
35,0,65876,1,9,0,1,0,2,0,0,40,0
60,2,197060,1,9,0,1,0,2,0,0,30,0
50,0,33304,1,9,0,1,0,2,0,0,40,1
40,2,93793,1,9,0,1,0,2,0,0,50,1
43,0,266324,1,9,0,1,0,2,0,1902,99,1
37,0,339772,1,9,0,1,0,2,0,0,40,0
52,0,154342,1,9,0,1,0,2,0,0,48,1
64,0,301352,1,9,0,1,0,2,0,0,40,0
47,0,185465,1,9,0,1,0,2,0,0,40,0
35,2,278632,1,9,0,1,0,2,0,0,40,0
38,1,193026,1,9,0,1,0,2,0,0,50,1
36,0,148581,1,9,0,1,0,2,0,0,55,1
44,0,160574,1,9,0,1,0,2,0,0,65,1
34,0,66309,1,9,0,1,0,2,0,0,35,0
32,1,127651,1,9,0,1,0,2,0,0,40,1
30,0,105908,1,9,0,1,0,2,0,0,40,0
61,0,71209,1,9,0,1,0,2,0,0,45,1
44,0,182402,1,9,0,1,0,2,0,0,40,1
43,1,594194,1,9,0,1,0,2,0,0,40,1
33,0,125856,1,9,0,1,0,2,0,0,40,0
55,0,35551,1,9,2,1,3,2,0,0,40,0
31,2,189843,1,9,1,1,3,2,0,0,45,0
44,0,221172,1,9,1,1,3,2,0,0,30,0
37,2,184655,1,9,1,1,3,2,0,0,35,0
33,0,100294,1,9,2,1,3,2,0,0,50,0
23,0,53306,1,9,1,1,3,2,0,0,30,0
38,0,89202,1,9,2,1,3,2,0,0,40,0
41,0,149102,1,9,3,1,3,2,0,0,40,0
49,2,123598,1,9,1,1,3,2,0,0,30,0
44,2,92162,1,9,2,1,3,2,0,0,40,0
44,0,343591,1,9,2,1,3,1,14344,0,40,1
25,0,391591,1,9,1,1,3,2,0,0,50,0
26,0,33610,1,9,1,1,6,2,0,0,60,0
23,0,287681,1,9,1,1,4,2,0,0,40,0
21,0,25265,1,9,1,1,4,2,0,0,40,0
31,0,301251,1,9,1,1,4,2,0,0,40,0
23,0,231929,1,9,1,1,4,2,0,0,40,0
19,0,228577,1,9,1,1,4,2,0,0,36,0
48,0,278530,1,9,2,1,5,2,0,0,40,0
49,0,186706,1,9,0,1,1,1,7688,0,40,1
50,0,150876,1,9,0,2,0,2,0,1887,55,1
50,0,102615,1,9,0,2,0,2,0,1902,40,1
42,2,50356,1,9,0,2,0,2,0,0,40,0
32,0,26803,1,9,0,2,0,2,0,0,50,1
29,2,160786,1,9,0,2,0,2,0,0,55,0
59,2,325732,1,9,0,2,0,2,0,1902,52,1
49,0,122066,1,9,0,2,0,2,0,0,30,0
64,2,31826,1,9,0,2,0,2,0,0,45,1
52,0,190909,1,9,0,2,0,2,0,0,40,1
73,2,177387,1,9,0,2,0,2,0,0,40,0
65,0,155261,1,9,0,2,0,2,0,0,40,1
41,0,193882,1,9,0,2,0,2,15024,0,65,1
43,2,214503,1,9,0,2,0,2,0,1887,45,1
49,0,165468,1,9,0,2,0,2,7688,0,55,1
39,2,306678,1,9,0,2,0,2,0,0,40,1
26,0,190916,1,9,0,2,0,2,0,0,40,0
23,0,419554,1,9,0,2,0,2,0,0,54,0
67,0,127921,1,9,0,2,0,2,9386,0,40,1
46,0,193047,1,9,0,2,0,2,0,0,40,1
46,0,405309,1,9,0,2,0,2,0,0,40,0
61,2,227119,1,9,0,2,0,2,0,0,40,1
50,1,50459,1,9,0,2,0,2,0,0,42,1
37,1,239409,1,9,2,2,3,2,0,0,40,1
56,2,51916,1,9,2,2,3,2,0,0,50,1
82,2,181912,1,9,2,2,3,2,0,0,12,0
46,0,345073,1,9,2,2,3,2,0,0,48,1
28,0,122922,1,9,1,2,3,1,0,0,50,0
51,0,100933,1,9,1,2,6,1,0,0,40,0
59,0,124318,1,9,2,2,6,1,0,0,45,0
18,0,86150,1,9,1,2,4,1,0,0,15,0
43,2,303211,1,9,1,2,4,2,0,0,40,0
54,0,329733,1,9,1,2,5,2,0,0,40,1
27,0,277760,1,9,2,2,5,1,0,0,40,0
52,2,284648,1,9,2,2,5,1,0,0,99,1
47,1,174126,1,9,3,2,5,1,0,0,40,0
34,2,196512,1,9,2,2,5,1,0,2472,35,1
48,0,105138,1,9,2,2,5,1,0,0,40,0
53,1,110510,1,9,0,2,1,1,0,0,50,1
31,0,323985,1,9,0,2,1,1,0,0,40,1
58,2,154537,1,9,0,2,1,1,0,0,20,1
43,2,38876,1,9,0,3,0,2,0,0,50,0
42,2,39539,1,9,0,3,0,2,0,0,99,1
31,0,121321,1,9,0,3,0,2,0,0,40,0
53,0,194791,1,9,0,3,0,2,0,0,45,0
36,2,138940,1,9,0,3,0,2,0,0,70,0
26,0,32276,1,9,1,3,3,2,0,0,40,0
32,0,153471,1,9,1,3,3,2,0,0,35,0
38,2,37778,1,9,1,3,3,2,0,0,60,0
45,0,54260,1,9,1,3,3,2,0,0,60,0
24,0,281403,1,9,1,3,4,2,0,0,98,0
29,0,158218,1,9,1,3,5,2,0,0,35,0
55,0,193130,1,9,0,4,0,2,0,1887,40,1
30,0,382368,1,9,0,4,0,2,0,0,40,0
36,0,113397,1,9,0,4,0,2,0,0,40,0
35,0,89040,1,9,0,4,0,2,0,0,40,1
36,0,102729,1,9,0,4,0,2,0,0,45,1
30,0,33945,1,9,0,4,0,2,0,0,40,0
35,0,139086,1,9,0,4,0,2,0,0,40,0
55,0,105582,1,9,0,4,0,2,3103,0,40,1
40,0,125461,1,9,0,4,0,2,0,0,40,0
21,0,285127,1,9,1,4,3,1,0,0,40,0
25,0,220220,1,9,1,4,3,2,0,0,47,0
22,0,240063,1,9,1,4,4,2,0,0,40,0
19,0,265576,1,9,1,4,4,2,0,0,50,0
23,0,174626,1,9,1,4,4,2,0,0,25,0
43,0,157473,1,9,0,4,1,1,0,0,48,1
44,0,138845,1,9,0,5,0,2,0,0,45,0
41,0,256647,1,9,0,5,0,2,0,0,40,0
40,0,121012,1,9,0,5,0,2,0,0,40,0
32,0,231413,1,9,0,5,0,2,0,0,40,1
37,0,389725,1,9,0,5,0,2,7298,0,40,1
53,0,231919,1,9,0,5,0,2,0,0,45,0
33,0,160634,1,9,0,5,0,2,0,0,50,1
29,0,161097,1,9,0,5,0,2,0,0,40,1
36,0,226013,1,9,0,5,0,2,5178,0,40,1
41,0,222142,1,9,0,5,0,2,0,0,40,0
59,0,168569,1,9,0,5,0,2,0,1887,40,1
31,0,140206,1,9,0,5,0,2,0,0,40,1
36,0,117381,1,9,0,5,0,2,0,0,40,0
58,0,182123,1,9,0,5,0,2,0,0,44,0
45,0,191858,1,9,0,5,0,2,0,0,45,1
26,0,233777,1,9,0,5,0,2,0,0,40,1
47,0,115358,1,9,2,5,3,1,0,0,40,0
49,0,162264,1,9,1,5,3,2,0,0,40,0
39,0,370585,1,9,2,5,3,2,0,0,40,0
48,0,107682,1,9,3,5,3,1,0,0,10,0
32,0,188557,1,9,1,5,3,2,0,0,40,0
18,0,211344,1,9,1,5,4,2,0,0,40,0
21,0,131620,1,9,3,5,4,1,0,0,40,0
45,0,189123,1,9,1,5,4,2,0,0,40,0
39,0,166697,1,9,1,5,4,1,0,0,35,0
28,0,291789,1,9,1,5,5,1,0,0,50,0
24,0,216563,1,9,0,5,1,1,0,0,40,0
65,1,205024,1,9,0,6,0,2,0,0,8,0
42,0,89226,1,9,0,6,0,2,7688,0,40,1
42,0,198282,1,9,0,6,0,2,0,0,40,0
33,2,137674,1,9,0,6,0,2,0,0,40,0
29,0,126822,1,9,0,6,0,2,0,0,35,0
73,0,199362,1,9,0,6,0,2,0,0,30,0
61,0,119684,1,9,0,6,0,2,0,0,50,0
22,0,21154,1,9,1,6,3,1,0,1590,32,0
34,0,45522,1,9,1,6,3,2,0,0,40,0
51,0,103824,1,9,1,6,3,2,0,0,40,0
22,0,54164,1,9,1,6,3,2,14084,0,60,1
59,0,212783,1,9,2,6,3,1,0,0,38,0
42,0,226388,1,9,2,6,3,2,0,0,52,0
35,0,379959,1,9,2,6,3,1,0,0,40,0
19,0,127491,1,9,1,6,3,2,0,0,40,0
73,0,29778,1,9,3,6,3,1,0,0,37,0
52,0,31460,1,9,2,6,3,2,0,0,38,0
20,0,148509,1,9,1,6,3,1,0,0,40,0
21,0,316184,1,9,1,6,6,2,0,0,40,0
52,0,158993,1,9,2,6,6,1,0,0,38,0
35,0,155961,1,9,1,6,4,1,0,0,35,0
26,0,343506,1,9,1,6,4,1,0,0,40,0
22,0,59924,1,9,1,6,4,1,0,0,40,0
31,1,498267,1,9,2,6,4,2,0,0,40,0
31,0,185732,1,9,1,6,4,1,0,0,30,0
19,0,571853,1,9,1,6,4,2,0,0,30,0
36,0,134367,1,9,2,6,4,1,0,0,30,0
32,0,394708,1,9,1,6,5,2,0,0,40,0
36,0,749105,1,9,2,6,5,1,0,0,36,0
39,0,114678,1,9,2,6,5,1,5455,0,40,0
32,2,182691,1,9,1,6,5,2,0,0,60,0
38,0,26987,1,9,2,6,5,1,0,0,40,0
47,1,53498,1,9,2,6,5,1,0,0,40,0
29,1,182344,1,9,3,6,5,2,0,0,40,0
58,1,136982,1,9,3,6,5,1,0,0,40,0
48,2,96975,1,9,2,6,5,1,0,0,45,0
46,2,112485,1,9,2,6,5,1,0,0,40,0
41,2,196001,1,9,0,6,1,1,0,0,20,0
44,0,204314,1,9,0,6,1,1,0,0,38,1
47,1,194360,1,9,0,6,1,1,0,0,7,1
36,0,126569,1,9,0,8,0,2,0,0,45,1
45,0,256866,1,9,0,8,0,2,0,0,45,1
54,1,51048,1,9,0,8,0,2,0,0,40,1
42,0,154076,1,9,0,8,0,2,7688,0,50,1
32,0,131224,1,9,0,8,0,2,0,0,40,0
52,2,283079,1,9,1,8,3,2,0,0,50,0
29,0,276345,1,9,1,8,3,1,0,0,50,0
51,0,93193,1,9,2,8,3,1,0,0,40,0
53,0,346871,1,9,2,8,3,2,4787,0,46,1
20,0,374116,1,9,1,8,6,1,0,0,40,0
28,0,134813,1,9,1,8,4,2,0,0,40,0
21,0,548303,1,9,0,8,4,2,0,0,40,1
37,0,25864,1,9,2,8,5,1,0,0,40,0
61,2,171840,1,9,3,8,5,1,0,0,16,0
42,0,334783,1,9,0,8,1,1,0,0,40,0
40,0,184846,1,9,0,8,1,1,5178,0,40,1
36,1,119272,1,9,0,7,0,2,7298,0,40,1
31,1,206297,1,9,0,7,0,2,0,0,40,1
30,1,144064,1,9,0,7,0,2,0,0,40,1
47,1,148995,1,9,0,7,0,2,0,0,60,1
51,0,152596,1,9,0,7,0,2,0,0,40,0
23,1,237498,1,9,1,7,3,2,0,0,45,0
29,1,92262,1,9,1,7,4,2,0,0,48,0
28,0,190060,1,9,0,9,0,2,0,0,40,1
35,0,191103,1,9,0,9,0,2,0,0,40,0
28,0,66095,1,9,0,9,0,2,0,0,40,0
40,0,146659,1,9,0,9,0,2,0,0,60,1
38,2,184456,1,9,0,9,0,2,0,0,55,1
47,0,191957,1,9,0,9,0,2,0,0,40,1
57,2,247337,1,9,0,9,0,2,0,0,72,0
50,0,237868,1,9,0,9,0,2,0,1887,55,1
53,2,197189,1,9,0,9,0,2,0,0,72,1
26,0,266505,1,9,0,9,0,2,5013,0,38,0
60,2,106118,1,9,0,9,0,2,0,0,70,1
54,0,36480,1,9,0,9,0,2,15024,0,50,1
59,2,188877,1,9,0,9,0,2,0,0,50,1
55,2,126117,1,9,3,9,3,2,0,0,40,0
23,0,350181,1,9,1,9,3,2,0,0,40,0
44,2,274363,1,9,2,9,3,2,0,0,50,0
23,0,129121,1,9,2,9,3,1,0,0,30,0
36,2,269509,1,9,2,9,3,2,0,0,35,0
51,0,201127,1,9,2,9,3,2,0,0,45,0
36,0,169926,1,9,2,9,3,1,0,0,40,0
43,0,175943,1,9,0,9,6,1,0,0,20,0
18,0,91525,1,9,1,9,6,2,0,0,25,0
39,2,93319,1,9,1,9,6,1,0,0,4,0
25,0,111243,1,9,1,9,6,1,0,0,50,0
23,0,442359,1,9,1,9,4,1,8614,0,15,1
32,0,48458,1,9,1,9,4,1,0,1669,45,0
26,0,195327,1,9,1,9,4,2,0,0,40,0
19,0,111232,1,9,1,9,4,2,0,0,40,0
35,0,148903,1,9,2,9,5,1,0,0,40,0
19,0,188864,1,9,1,9,5,1,0,0,20,0
35,0,306388,1,9,2,9,5,1,0,0,30,0
31,0,78662,1,9,2,9,5,1,0,0,40,0
25,0,178037,1,9,1,9,5,2,0,0,40,0
41,0,196001,1,9,0,9,1,1,0,0,20,0
33,0,181824,1,9,0,9,1,1,0,0,20,0
36,2,20333,1,9,0,9,1,1,7688,0,40,1
34,0,143699,1,9,0,9,1,1,0,0,15,0
38,2,423616,1,9,0,9,1,1,0,0,24,1
43,0,143809,1,9,0,10,0,2,0,0,40,0
51,1,27166,1,9,0,10,0,2,0,0,40,0
46,1,273771,1,9,0,10,0,2,0,0,40,0
27,1,157449,1,9,0,10,0,2,0,0,50,1
52,0,210736,1,9,0,10,0,2,0,0,40,1
24,0,88926,1,9,1,10,3,2,0,0,45,0
23,0,176178,1,9,1,10,4,1,0,0,40,0
20,1,113588,1,9,1,10,4,1,0,0,24,0
59,0,109015,1,9,2,10,5,1,0,0,40,0
59,0,277034,1,9,2,10,5,2,0,0,60,1
50,0,137815,1,9,0,11,0,2,0,0,60,1
40,2,179533,1,9,0,11,0,2,0,0,75,1
39,2,122852,1,9,0,11,0,2,0,0,45,1
43,0,395997,1,9,0,11,0,2,0,0,55,0
47,0,194698,1,9,0,11,0,2,0,0,50,0
35,1,231180,1,9,0,11,0,2,0,0,45,0
47,0,34845,1,9,0,11,0,2,0,0,60,0
47,1,224559,1,9,0,11,0,2,0,0,40,1
43,0,249771,1,9,0,11,0,2,0,0,99,0
46,1,29696,1,9,0,11,0,2,0,0,40,0
69,0,229418,1,9,0,11,0,2,0,0,40,0
59,0,175942,1,9,0,11,0,2,0,0,45,1
44,0,59474,1,9,0,11,0,2,0,0,40,1
55,0,204751,1,9,0,11,0,2,0,0,65,0
46,2,157117,1,9,0,11,0,2,0,0,40,0
41,1,48997,1,9,0,11,0,2,0,0,40,0
51,0,30008,1,9,0,11,0,2,0,0,60,0
33,0,149726,1,9,0,11,0,2,0,0,46,0
50,0,378747,1,9,0,11,0,2,0,0,40,0
33,0,89360,1,9,0,11,0,2,5178,0,55,1
51,2,111939,1,9,0,11,0,2,0,0,35,1
55,0,234213,1,9,0,11,0,2,0,0,60,0
47,0,268022,1,9,0,11,0,2,0,0,55,1
37,2,68899,1,9,0,11,0,2,0,0,60,1
29,0,100563,1,9,1,11,4,2,0,0,40,0
26,0,154093,1,9,1,11,4,2,0,0,40,0
57,0,34269,1,9,3,11,5,2,0,653,42,1
61,0,80896,1,9,2,11,5,2,0,0,45,1
34,1,240283,1,9,2,11,5,1,0,0,40,0
35,0,143059,1,9,0,11,1,1,0,1902,28,1
54,1,31533,4,14,0,0,0,2,7298,0,40,1
44,0,456236,4,14,0,0,0,2,0,0,40,0
33,0,171215,4,14,1,0,4,2,0,0,40,0
47,0,121836,4,14,0,0,1,1,7688,0,38,1
42,0,154374,4,14,0,1,0,2,0,0,55,1
30,1,352045,4,14,2,1,3,2,99999,0,40,1
45,2,246891,4,14,2,1,3,2,0,0,40,0
47,2,332355,4,14,0,2,0,2,15024,0,50,1
43,1,129298,4,14,0,2,0,2,0,0,40,1
38,0,91039,4,14,0,2,0,2,0,0,65,1
61,0,166789,4,14,0,2,0,2,0,2246,50,1
51,0,48343,4,14,0,2,0,2,7298,0,50,1
37,0,126569,4,14,0,2,0,2,0,1977,40,1
51,1,166459,4,14,0,2,0,2,0,0,40,1
38,0,277248,4,14,0,2,0,2,0,0,60,1
45,1,211399,4,14,0,2,0,2,7298,0,40,1
49,0,170871,4,14,0,2,0,2,0,0,45,1
52,1,311569,4,14,0,2,0,2,0,0,50,1
47,0,190139,4,14,0,2,0,2,0,0,40,1
41,0,445382,4,14,0,2,0,2,0,1977,65,1
40,0,205680,4,14,0,2,0,2,0,0,50,0
39,0,505119,4,14,0,2,0,2,0,0,40,1
41,0,201495,4,14,0,2,0,2,0,0,40,1
47,1,285060,4,14,0,2,0,2,0,1977,41,1
43,2,188436,4,14,0,2,0,2,5013,0,45,0
50,0,158680,4,14,0,2,0,2,0,0,50,1
30,0,378009,4,14,0,2,0,2,0,0,50,1
36,0,305319,4,14,0,2,0,2,0,0,50,1
37,0,353550,4,14,0,2,0,2,15024,0,60,1
41,0,104196,4,14,0,2,0,2,0,0,50,1
46,0,117849,4,14,0,2,0,2,99999,0,50,1
31,0,176185,4,14,0,2,0,2,0,0,60,1
27,0,329426,4,14,1,2,3,2,0,0,37,0
34,2,174215,4,14,1,2,3,1,4787,0,45,1
44,1,339346,4,14,1,2,3,1,10520,0,60,1
44,0,765214,4,14,2,2,3,2,0,2559,40,1
45,1,86618,4,14,1,2,3,1,0,0,50,1
46,0,178829,4,14,3,2,3,2,0,0,70,1
47,1,304512,4,14,2,2,3,2,0,0,50,1
53,0,341439,4,14,1,2,3,1,0,0,60,1
27,0,116372,4,14,1,2,3,1,0,0,40,0
60,0,39263,4,14,1,2,3,1,3325,0,35,0
38,0,255941,4,14,1,2,3,1,10520,0,50,1
59,0,47534,4,14,2,2,3,1,0,0,45,1
58,1,36091,4,14,1,2,3,1,0,0,40,0
